homework,assignment_id,feedback,relevance,concreteness,constructive,relevance_confidence,concreteness_confidence,constructive_confidence
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有JavaDoc,1,1,0,0.9910741448402405,0.9454416632652283,0.003183866385370493
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,有阿,0,0,0,0.010193209163844585,0.0024828435853123665,0.005507708992809057
HW1,,跟我家一樣整齊,1,0,0,0.9763131141662598,0.00923609733581543,0.006258421577513218
HW1,,有的,0,0,0,0.007508558686822653,0.0031166141852736473,0.005636809393763542
HW1,,完美,0,0,0,0.0063410126604139805,0.00345622724853456,0.006086631212383509
HW1,,太強了,0,0,0,0.007351510226726532,0.0033312502782791853,0.005348765756934881
HW1,,沒有JavaDoc，太壞了吧,1,1,0,0.9901356101036072,0.8655991554260254,0.0024220645427703857
HW1,,Good,0,0,0,0.004608314484357834,0.003942696377635002,0.008103516884148121
HW1,,Perfect,0,0,0,0.005998421926051378,0.0038412227295339108,0.0058663031086325645
HW1,,Excellent,0,0,0,0.007487789262086153,0.003117852844297886,0.0056458450853824615
HW1,,Great,0,0,0,0.0044888597913086414,0.004144810605794191,0.008012012578547001
HW1,,Awesome,0,0,0,0.010603024624288082,0.002950632944703102,0.004351499490439892
HW1,,Dynamite,0,0,0,0.0159210953861475,0.0032977217342704535,0.0030029008630663157
HW1,,"""Hello World!"" not ""hello world"" ",1,1,0,0.9839407801628113,0.994234025478363,0.011441998183727264
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,Hello World! not hello world,1,1,0,0.9843407273292542,0.9894216656684875,0.005862364079803228
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,未完成作業,0,0,0,0.1377432644367218,0.0015710315201431513,0.0033918845001608133
HW1,,很整齊,1,0,0,0.938502848148346,0.0038931798189878464,0.006362410262227058
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有JavaDoc,1,1,0,0.9910741448402405,0.9454416632652283,0.003183866385370493
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.005085633601993322,0.0036140414886176586,0.007719194516539574
HW1,,是,0,0,0,0.005085633601993322,0.0036140414886176586,0.007719194516539574
HW1,,式,0,0,0,0.007037305738776922,0.0028530415147542953,0.006788806524127722
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,式,0,0,0,0.007037305738776922,0.0028530415147542953,0.006788806524127722
HW1,,否,0,0,0,0.004622042644768953,0.004333733581006527,0.007354308385401964
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,"似乎沒有耶......？我這邊沒看到QAQ
",0,0,0,0.034034594893455505,0.0038865103852003813,0.0019918838515877724
HW1,,是的喔！,0,0,0,0.006699863355606794,0.003358443733304739,0.0058882711455225945
HW1,,這次不需要來著,1,1,0,0.9164308309555054,0.7037577629089355,0.002139745047315955
HW1,,是的,0,0,0,0.005737833678722382,0.003617865964770317,0.006553145125508308
HW1,,棒棒搭~,0,0,0,0.0051368591375648975,0.004002436995506287,0.006853354629129171
HW1,,太趕了，我懂,0,0,0,0.052555181086063385,0.0015301329549401999,0.004393477458506823
HW1,,沒有印出HelloWord呢,1,0,0,0.9925695061683655,0.3619168996810913,0.0026641162112355232
HW1,,空格要用space不是tab喔~,1,1,1,0.9686219692230225,0.9540666341781616,0.9974007606506348
HW1,,這次不用印變數,1,1,0,0.9933435916900635,0.987842321395874,0.01189925242215395
HW1,,完美~,0,0,0,0.006543134804815054,0.003400202142074704,0.005974408704787493
HW1,,目前不用,0,0,0,0.0057945242151618,0.004034063778817654,0.0065208375453948975
HW1,,沒有打JAVADoc,1,1,0,0.9918941855430603,0.9815302491188049,0.005420335102826357
HW1,,muy bien,0,0,0,0.008279957808554173,0.0027718774508684874,0.005883968900889158
HW1,,muy bien,0,0,0,0.008279957808554173,0.0027718774508684874,0.005883968900889158
HW1,,muy bien,0,0,0,0.008279957808554173,0.0027718774508684874,0.005883968900889158
HW1,,muy bien,0,0,0,0.008279957808554173,0.0027718774508684874,0.005883968900889158
HW1,,muy bien,0,0,0,0.008279961533844471,0.0027718734927475452,0.005883974488824606
HW1,,muy bien,0,0,0,0.008279961533844471,0.0027718734927475452,0.005883974488824606
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,可,0,0,0,0.004295584745705128,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.004295584745705128,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.004295584745705128,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.004295584745705128,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.0042956010438501835,0.003093764651566744,0.014332287013530731
HW1,,可,0,0,0,0.0042956010438501835,0.003093764651566744,0.014332287013530731
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,連印出Hello World! 都沒辦法,1,1,0,0.992931604385376,0.9885579347610474,0.00893784873187542
HW1,,連寫都沒寫，沒有排版可言,1,0,0,0.9836597442626953,0.010845118202269077,0.013695569708943367
HW1,,本次無變數使用,1,1,0,0.9913877844810486,0.9792064428329468,0.005569734610617161
HW1,,有,0,0,0,0.0069659617729485035,0.0030403188429772854,0.006308667827397585
HW1,,有,0,0,0,0.0069659617729485035,0.0030403188429772854,0.006308667827397585
HW1,,沒有寫JavaDoc,1,1,0,0.9925879836082458,0.9678155183792114,0.004378826357424259
HW1,,依舊沒寫,0,0,0,0.05033629387617111,0.0017163744196295738,0.003646158380433917
HW1,,依舊沒寫,0,0,0,0.05033629387617111,0.0017163744196295738,0.003646158380433917
HW1,,本次無變數使用,1,1,0,0.9913877844810486,0.9792064428329468,0.005569734610617161
HW1,,依舊沒寫,0,0,0,0.05033629387617111,0.0017163744196295738,0.003646158380433917
HW1,,依舊沒寫,0,0,0,0.05033629387617111,0.0017163744196295738,0.003646158380433917
HW1,,依舊沒寫,0,0,0,0.05033629387617111,0.0017163744196295738,0.003646158380433917
HW1,,符合題目要求,1,0,0,0.9231591820716858,0.004014420788735151,0.004298163112252951
HW1,,排版整齊,1,0,0,0.963104784488678,0.005589350126683712,0.007069870829582214
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,符合JavaDoc規範,1,1,0,0.9945987462997437,0.6976745128631592,0.00332814222201705
HW1,,有印出Hello World!,1,1,0,0.9925093650817871,0.9757247567176819,0.0049992217682302
HW1,,排版整齊,1,0,0,0.9631049036979675,0.005589363165199757,0.007069848012179136
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,詳細的註解,1,0,0,0.9934685230255127,0.049839504063129425,0.011398854665458202
HW1,,阿你程式碼呢,1,0,0,0.8196226954460144,0.0023968596942722797,0.00454357685521245
HW1,,超乾淨,0,0,0,0.0190755445510149,0.0021830175537616014,0.004036668222397566
HW1,,不要睡覺,0,0,0,0.012749232351779938,0.0027209490071982145,0.0042043752036988735
HW1,,?,0,0,0,0.004804642871022224,0.003818333614617586,0.007880042307078838
HW1,,?,0,0,0,0.00480465404689312,0.003818318946287036,0.007880027405917645
HW1,,?,0,0,0,0.00480465404689312,0.003818318946287036,0.007880027405917645
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,優秀,0,0,0,0.005928371101617813,0.0034654580522328615,0.006591104902327061
HW1,,很棒,0,0,0,0.0051453025080263615,0.003613437293097377,0.007594493683427572
HW1,,很好,0,0,0,0.005894853733479977,0.0031016117427498102,0.0075988867320120335
HW1,,優質,0,0,0,0.00567321851849556,0.003583095269277692,0.006715198513120413
HW1,,100分,0,0,0,0.005676213186234236,0.0038129903841763735,0.006301405373960733
HW1,,讚,0,0,0,0.004535315558314323,0.003980753477662802,0.008208086714148521
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,沒有JavaDoc,1,1,0,0.9910741448402405,0.945441484451294,0.003183864988386631
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,"Hello bro
hola bro muy bien la",0,0,0,0.259628564119339,0.002250547055155039,0.0023017532657831907
HW1,,我覺得可以,0,0,0,0.014521065168082714,0.0017380433855578303,0.027355579659342766
HW1,,可,0,0,0,0.0042955828830599785,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.0042955828830599785,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.0042955828830599785,0.0030937660485506058,0.014332260005176067
HW1,,可,0,0,0,0.0042955828830599785,0.0030937660485506058,0.014332260005176067
HW1,,有達到題目要求,1,0,0,0.9243769645690918,0.005040978081524372,0.0032655522227287292
HW1,,是 排版整齊,1,0,0,0.9638490676879883,0.005452845245599747,0.007851445116102695
HW1,,符合標準,1,0,0,0.9069363474845886,0.0036384128034114838,0.0040985881350934505
HW1,,符合命名標準,1,0,0,0.9832049012184143,0.0203536543995142,0.003965419717133045
HW1,,是 達到撰寫標準,1,0,0,0.9763779640197754,0.013792763464152813,0.003750259755179286
HW1,,是 達到符合javadoc標準,1,0,0,0.9941558837890625,0.44478487968444824,0.003183866385370493
HW1,,無法執行,1,0,0,0.9451422095298767,0.015575814060866833,0.00175766134634614
HW1,,"是
",0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,沒辦法執行喔,1,0,0,0.9184218645095825,0.005496690981090069,0.002757282694801688
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,要print出 Hello World!,1,1,0,0.9905824661254883,0.9897861480712891,0.007580318488180637
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,排版整齊，但不符合Google Checks的設定,1,0,0,0.9955201148986816,0.10092455893754959,0.01145919505506754
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,缺少Javadoc,1,1,0,0.9901400208473206,0.9741386771202087,0.004156632348895073
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,是，很棒,0,0,0,0.007933181710541248,0.002503887051716447,0.007163612172007561
HW1,,很整齊,1,0,0,0.9385029673576355,0.0038931670133024454,0.006362394895404577
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是的,0,0,0,0.005737833678722382,0.003617870854213834,0.006553147919476032
HW1,,是，很好,0,0,0,0.00963549967855215,0.0022182210814207792,0.007051251363009214
HW1,,沒有打JavaDoc喔,1,1,0,0.9925514459609985,0.9818848967552185,0.005808661226183176
HW1,,是的,0,0,0,0.005737833678722382,0.003617870854213834,0.006553147919476032
HW1,,是的,0,0,0,0.005737833678722382,0.003617870854213834,0.006553147919476032
HW1,,是的,0,0,0,0.005737833678722382,0.003617870854213834,0.006553147919476032
HW1,,是的,0,0,0,0.005737847648561001,0.003617864102125168,0.006553141865879297
HW1,,是的,0,0,0,0.005737847648561001,0.003617864102125168,0.006553141865879297
HW1,,是的,0,0,0,0.005737847648561001,0.003617864102125168,0.006553141865879297
HW1,,讚,0,0,0,0.004535306710749865,0.003980762790888548,0.008208074606955051
HW1,,下次跟標準,1,0,0,0.8210540413856506,0.010439375415444374,0.0017949098255485296
HW1,,讚,0,0,0,0.004535306710749865,0.003980762790888548,0.008208074606955051
HW1,,讚,0,0,0,0.004535306710749865,0.003980762790888548,0.008208074606955051
HW1,,讚,0,0,0,0.004535315558314323,0.003980753477662802,0.008208086714148521
HW1,,下次加一下,0,0,0,0.006850911770015955,0.002862377557903528,0.011123444885015488
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134386900812387,0.007594493683427572
HW1,,很整齊,1,0,0,0.9385029673576355,0.0038931688759475946,0.006362391635775566
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,要記得寫JavaDoc喔><,1,1,0,0.9976803064346313,0.9700525403022766,0.5645662546157837
HW1,,"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4",1,1,1,0.9817463159561157,0.9903348088264465,0.9960927367210388
HW1,,整齊,1,0,0,0.9408522844314575,0.004011731594800949,0.006308018695563078
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,要寫JavaDoc喔><,1,1,0,0.9941447377204895,0.9852515459060669,0.008085898123681545
HW1,,YES,0,0,0,0.004518067929893732,0.004193730186671019,0.007821359671652317
HW1,,縮排記得符合規範,1,0,0,0.9890499114990234,0.01633327826857567,0.01644998975098133
HW1,,YES,0,0,0,0.004518067929893732,0.004193730186671019,0.007821359671652317
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,YES,0,0,0,0.004518067929893732,0.004193730186671019,0.007821359671652317
HW1,,沒寫,0,0,0,0.03536197170615196,0.0016114962054416537,0.004685400985181332
HW1,,有,0,0,0,0.0069659617729485035,0.0030403202399611473,0.006308667827397585
HW1,,"沒有使用space，應使用tab
",1,1,1,0.981198787689209,0.8140419125556946,0.9946706891059875
HW1,,有,0,0,0,0.0069659617729485035,0.0030403202399611473,0.006308667827397585
HW1,,有,0,0,0,0.006965975277125835,0.003040314419195056,0.006308665033429861
HW1,,有,0,0,0,0.006965975277125835,0.003040314419195056,0.006308665033429861
HW1,,每個class皆沒有寫JavaDoc,1,1,0,0.9904304146766663,0.9790448546409607,0.004678111057728529
HW1,,空白喔0w0,0,0,0,0.00835368037223816,0.004261679481714964,0.004002326633781195
HW1,,0,0,0,0,0.004673148971050978,0.004290929064154625,0.007293767761439085
HW1,,0,0,0,0,0.004673148971050978,0.004290929064154625,0.007293767761439085
HW1,,0,0,0,0,0.004673148971050978,0.004290929064154625,0.007293767761439085
HW1,,0,0,0,0,0.004673140589147806,0.004290920682251453,0.007293761242181063
HW1,,0,0,0,0,0.004673140589147806,0.004290920682251453,0.007293761242181063
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,是,0,0,0,0.005085631273686886,0.003614046610891819,0.007719187065958977
HW1,,是，乾淨,0,0,0,0.02103716880083084,0.0017814516322687268,0.005265702959150076
HW1,,此次沒有變數命名,1,1,0,0.9943681359291077,0.9336437582969666,0.004299004562199116
HW1,,是,0,0,0,0.005085631273686886,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085645709186792,0.0036140484735369682,0.007719168905168772
HW1,,沒有打 javaDoc,1,1,0,0.9918941855430603,0.9815302491188049,0.005420343484729528
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,yes,0,0,0,0.004518067929893732,0.004193728324025869,0.00782135222107172
HW1,,yes,0,0,0,0.004518067929893732,0.004193728324025869,0.00782135222107172
HW1,,yes,0,0,0,0.004518067929893732,0.004193728324025869,0.00782135222107172
HW1,,yes,0,0,0,0.004518067929893732,0.004193728324025869,0.00782135222107172
HW1,,yes,0,0,0,0.004518072120845318,0.004193730186671019,0.007821385748684406
HW1,,"no java.doc
",1,1,0,0.9834675192832947,0.9881165027618408,0.005182942375540733
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有java doc,1,1,0,0.9903981685638428,0.9828305244445801,0.005129653494805098
HW1,,是，超棒的~,0,0,0,0.00909915380179882,0.0025510629639029503,0.005967211443930864
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,沒有打JavaDoc,1,1,0,0.9918941855430603,0.9815302491188049,0.005420343484729528
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,請使用space代替tab,1,1,0,0.9931924939155579,0.9963504076004028,0.3006473183631897
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很整齊,1,0,0,0.9385029673576355,0.0038931670133024454,0.006362394895404577
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒 有印出Hello World!,1,1,0,0.9913040399551392,0.9861590266227722,0.006186859682202339
HW1,,很棒 排版很整齊,1,0,0,0.9592148065567017,0.005269685294479132,0.006619520951062441
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒,0,0,0,0.005145300179719925,0.0036134407855570316,0.007594497408717871
HW1,,很棒 註解都符合規範,1,0,0,0.9890645742416382,0.026361709460616112,0.006065706722438335
HW1,,有,0,0,0,0.0069659617729485035,0.0030403202399611473,0.006308667827397585
HW1,,是，但不符標準,1,0,0,0.9513778686523438,0.004628835245966911,0.006522712297737598
HW1,,無,0,0,0,0.005273554008454084,0.004011678043752909,0.006583616137504578
HW1,,無,0,0,0,0.005273554008454084,0.004011678043752909,0.006583616137504578
HW1,,無,0,0,0,0.005273554008454084,0.004011665005236864,0.00658362777903676
HW1,,未寫,0,0,0,0.03022146038711071,0.0017256594728678465,0.004469962790608406
HW1,,,0,0,0,0.0,0.0,0.0
HW1,,讚,0,0,0,0.004535304848104715,0.0039807572029531,0.008208069950342178
HW1,,很整齊,1,0,0,0.9385029673576355,0.0038931670133024454,0.006362394895404577
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,否，沒有輸入javadoc,1,1,0,0.9901093244552612,0.9819454550743103,0.0049474057741463184
HW1,,是，讚喔,0,0,0,0.010290558449923992,0.002184971235692501,0.006785508245229721
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085628945380449,0.003614046610891819,0.007719187065958977
HW1,,是,0,0,0,0.005085633601993322,0.0036140382289886475,0.007719187065958977
HW1,,整齊，但是tab沒設定好,1,0,0,0.9970081448554993,0.23487764596939087,0.24174676835536957
HW1,,是，完全沒有問題,1,0,0,0.6870855093002319,0.0022515924647450447,0.0034485890064388514
HW1,,是，完全沒有問題,1,0,0,0.6870855093002319,0.0022515924647450447,0.0034485890064388514
HW1,,是，完全沒有問題,1,0,0,0.6870855093002319,0.0022515924647450447,0.0034485890064388514
HW1,,你沒有寫到，下次記得,0,0,0,0.17989689111709595,0.0013539670035243034,0.004924781620502472
HW1,,有的，輸出很完美,1,0,0,0.987030565738678,0.4393332600593567,0.001999037340283394
HW1,,整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格,1,1,1,0.9975932240486145,0.9534637331962585,0.8809830546379089
HW1,,非常完美,0,0,0,0.011670300737023354,0.002731696702539921,0.004354959353804588
HW1,,非常完美,0,0,0,0.011670300737023354,0.002731696702539921,0.004354959353804588
HW1,,非常完美,0,0,0,0.011670300737023354,0.002731696702539921,0.004354959353804588
HW1,,下次要記得寫，main與程式都要各一個,1,1,1,0.9938817024230957,0.8897804617881775,0.9592304229736328
HW1,,讚,0,0,0,0.004535304848104715,0.003980762790888548,0.008208074606955051
HW1,,整齊,1,0,0,0.9408522844314575,0.004011744633316994,0.006308010313659906
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,沒有,0,0,0,0.024288292974233627,0.0018804622814059258,0.0043495954014360905
HW1,,讚,0,0,0,0.004535304848104715,0.003980762790888548,0.008208074606955051
HW1,,是,0,0,0,0.005085631273686886,0.003614043351262808,0.007719190791249275
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,ok,0,0,0,0.004666260909289122,0.003913399763405323,0.008017555810511112
HW1,,讚,0,0,0,0.004535304848104715,0.003980762790888548,0.008208074606955051
HW1,,"否，沒有加"" ! ""。",1,1,0,0.9795723557472229,0.9746081233024597,0.004907954949885607
HW1,,是，排版整齊。,1,0,0,0.9681472778320312,0.006017524283379316,0.00821783859282732
HW1,,是，變數符合規定。,1,0,0,0.978521466255188,0.012033303268253803,0.004948788788169622
HW1,,是，類別命名符合規定。,1,0,0,0.9898245930671692,0.04856468737125397,0.00400339113548398
HW1,,是，方法命名符合規定。,1,0,0,0.9871283769607544,0.035042379051446915,0.00366750149987638
HW1,,否，沒有JavaDoc。,1,1,0,0.9925283193588257,0.9641598463058472,0.004165812861174345
HW1,,是。,0,0,0,0.00711421063169837,0.0030938424170017242,0.006025900598615408
HW1,,是。,0,0,0,0.00711421063169837,0.0030938424170017242,0.006025900598615408
HW1,,是。,0,0,0,0.00711421063169837,0.0030938424170017242,0.006025900598615408
HW1,,是。,0,0,0,0.00711421063169837,0.0030938424170017242,0.006025900598615408
HW1,,是。,0,0,0,0.00711421063169837,0.0030938424170017242,0.006025900598615408
