Author_ID,Reviewer_ID,Author_Name,Reviewer_Name,Feedback,Label,Time,Assignment,Metrics,Category,Round
65,6,D1072770,D1009269,,0,"2022-10-01 11:17:29",HW1,9,2,2
65,6,D1072770,D1009269,,0,"2022-10-01 11:17:29",HW1,13,3,2
66,7,D1073027,D1009299,未完成作業,1,"2022-09-26 17:51:55",HW1,1,1,1
66,7,D1073027,D1009299,很整齊,0,"2022-09-26 17:51:55",HW1,2,2,1
66,7,D1073027,D1009299,,0,"2022-09-26 17:51:55",HW1,7,2,1
66,7,D1073027,D1009299,,0,"2022-09-26 17:51:55",HW1,8,2,1
66,7,D1073027,D1009299,,0,"2022-09-26 17:51:55",HW1,9,2,1
66,7,D1073027,D1009299,沒有JavaDoc,1,"2022-09-26 17:51:55",HW1,13,3,1
66,7,D1073027,D1009299,NULL,NULL,NULL,HW1,NULL,NULL,2
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,1,1,1
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,2,2,1
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,7,2,1
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,8,2,1
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,9,2,1
67,8,D1076758,D1010467,,0,"2022-09-26 17:51:24",HW1,13,3,1
67,8,D1076758,D1010467,NULL,NULL,NULL,HW1,NULL,NULL,2
68,9,D1076789,D1011175,是,0,"2022-09-26 17:52:11",HW1,1,1,1
68,9,D1076789,D1011175,是,0,"2022-09-26 17:52:11",HW1,2,2,1
68,9,D1076789,D1011175,式,0,"2022-09-26 17:52:11",HW1,7,2,1
68,9,D1076789,D1011175,,0,"2022-09-26 17:52:11",HW1,8,2,1
68,9,D1076789,D1011175,式,0,"2022-09-26 17:52:11",HW1,9,2,1
68,9,D1076789,D1011175,否,0,"2022-09-26 17:52:11",HW1,13,3,1
68,9,D1076789,D1011175,NULL,NULL,NULL,HW1,NULL,NULL,2
69,10,D1090417,D1011264,"似乎沒有耶......？我這邊沒看到QAQ
",0,"2022-09-26 17:53:25",HW1,1,1,1
69,10,D1090417,D1011264,是的喔！,0,"2022-09-26 17:53:25",HW1,2,2,1
69,10,D1090417,D1011264,這次不需要來著,0,"2022-09-26 17:53:25",HW1,7,2,1
69,10,D1090417,D1011264,是的,0,"2022-09-26 17:53:25",HW1,8,2,1
69,10,D1090417,D1011264,棒棒搭~,0,"2022-09-26 17:53:25",HW1,9,2,1
69,10,D1090417,D1011264,太趕了，我懂,0,"2022-09-26 17:53:25",HW1,13,3,1
69,10,D1090417,D1011264,沒有印出HelloWord呢,1,"2022-10-01 20:06:52",HW1,1,1,2
69,10,D1090417,D1011264,空格要用space不是tab喔~,1,"2022-10-01 20:06:52",HW1,2,2,2
69,10,D1090417,D1011264,這次不用印變數,1,"2022-10-01 20:06:52",HW1,7,2,2
69,10,D1090417,D1011264,完美~,0,"2022-10-01 20:06:52",HW1,8,2,2
69,10,D1090417,D1011264,目前不用,1,"2022-10-01 20:06:52",HW1,9,2,2
69,10,D1090417,D1011264,沒有打JAVADoc,1,"2022-10-01 20:06:52",HW1,13,3,2
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,1,1,1
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,2,2,1
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,7,2,1
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,8,2,1
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,9,2,1
70,11,D1090420,D1012323,"muy bien",0,"2022-09-26 17:49:54",HW1,13,3,1
70,11,D1090420,D1012323,NULL,NULL,NULL,HW1,NULL,NULL,2
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,1,1,1
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,2,2,1
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,7,2,1
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,8,2,1
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,9,2,1
71,12,D1090434,D1018467,可,0,"2022-09-26 17:56:41",HW1,13,3,1
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,1,1,2
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,2,2,2
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,7,2,2
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,8,2,2
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,9,2,2
71,12,D1090434,D1018467,,0,"2022-10-01 20:28:34",HW1,13,3,2
72,13,D1090477,D1018508,"連印出Hello World! 都沒辦法",1,"2022-09-26 17:52:08",HW1,1,1,1
72,13,D1090477,D1018508,連寫都沒寫，沒有排版可言,1,"2022-09-26 17:52:08",HW1,2,2,1
72,13,D1090477,D1018508,本次無變數使用,1,"2022-09-26 17:52:08",HW1,7,2,1
72,13,D1090477,D1018508,有,0,"2022-09-26 17:52:08",HW1,8,2,1
72,13,D1090477,D1018508,有,0,"2022-09-26 17:52:08",HW1,9,2,1
72,13,D1090477,D1018508,沒有寫JavaDoc,1,"2022-09-26 17:52:08",HW1,13,3,1
72,13,D1090477,D1018508,依舊沒寫,0,"2022-10-01 11:16:16",HW1,1,1,2
72,13,D1090477,D1018508,依舊沒寫,0,"2022-10-01 11:16:16",HW1,2,2,2
72,13,D1090477,D1018508,本次無變數使用,1,"2022-10-01 11:16:16",HW1,7,2,2
72,13,D1090477,D1018508,依舊沒寫,0,"2022-10-01 11:16:16",HW1,8,2,2
72,13,D1090477,D1018508,依舊沒寫,0,"2022-10-01 11:16:16",HW1,9,2,2
72,13,D1090477,D1018508,依舊沒寫,0,"2022-10-01 11:16:16",HW1,13,3,2
73,14,D1090494,D1018525,符合題目要求,1,"2022-09-26 19:53:37",HW1,1,1,1
73,14,D1090494,D1018525,排版整齊,1,"2022-09-26 19:53:37",HW1,2,2,1
73,14,D1090494,D1018525,,0,"2022-09-26 19:53:37",HW1,7,2,1
73,14,D1090494,D1018525,,0,"2022-09-26 19:53:37",HW1,8,2,1
73,14,D1090494,D1018525,,0,"2022-09-26 19:53:37",HW1,9,2,1
73,14,D1090494,D1018525,符合JavaDoc規範,1,"2022-09-26 19:53:37",HW1,13,3,1
73,14,D1090494,D1018525,"有印出Hello World!",1,"2022-09-29 16:25:40",HW1,1,1,2
73,14,D1090494,D1018525,排版整齊,1,"2022-09-29 16:25:40",HW1,2,2,2
73,14,D1090494,D1018525,,0,"2022-09-29 16:25:40",HW1,7,2,2
73,14,D1090494,D1018525,,0,"2022-09-29 16:25:40",HW1,8,2,2
73,14,D1090494,D1018525,,0,"2022-09-29 16:25:40",HW1,9,2,2
73,14,D1090494,D1018525,詳細的註解,1,"2022-09-29 16:25:40",HW1,13,3,2
74,15,D1090519,D1018572,阿你程式碼呢,0,"2022-09-26 17:48:06",HW1,1,1,1
74,15,D1090519,D1018572,超乾淨,0,"2022-09-26 17:48:06",HW1,2,2,1
74,15,D1090519,D1018572,不要睡覺,0,"2022-09-26 17:48:06",HW1,7,2,1
74,15,D1090519,D1018572,?,0,"2022-09-26 17:48:06",HW1,8,2,1
74,15,D1090519,D1018572,?,0,"2022-09-26 17:48:06",HW1,9,2,1
74,15,D1090519,D1018572,?,0,"2022-09-26 17:48:06",HW1,13,3,1
74,15,D1090519,D1018572,NULL,NULL,NULL,HW1,NULL,NULL,2
75,16,D1090522,D1018599,優秀,0,"2022-09-27 05:17:56",HW1,1,1,1
75,16,D1090522,D1018599,很棒,0,"2022-09-27 05:17:56",HW1,2,2,1
75,16,D1090522,D1018599,很好,0,"2022-09-27 05:17:56",HW1,7,2,1
75,16,D1090522,D1018599,優質,0,"2022-09-27 05:17:56",HW1,8,2,1
75,16,D1090522,D1018599,100分,0,"2022-09-27 05:17:56",HW1,9,2,1
75,16,D1090522,D1018599,讚,0,"2022-09-27 05:17:56",HW1,13,3,1
75,16,D1090522,D1018599,NULL,NULL,NULL,HW1,NULL,NULL,2
76,17,D1090566,D1018600,是,0,"2022-09-26 20:43:58",HW1,1,1,1
76,17,D1090566,D1018600,是,0,"2022-09-26 20:43:58",HW1,2,2,1
76,17,D1090566,D1018600,是,0,"2022-09-26 20:43:58",HW1,7,2,1
76,17,D1090566,D1018600,是,0,"2022-09-26 20:43:58",HW1,8,2,1
76,17,D1090566,D1018600,是,0,"2022-09-26 20:43:58",HW1,9,2,1
76,17,D1090566,D1018600,沒有JavaDoc,1,"2022-09-26 20:43:58",HW1,13,3,1
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,1,1,2
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,2,2,2
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,7,2,2
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,8,2,2
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,9,2,2
76,17,D1090566,D1018600,是,0,"2022-09-30 22:36:42",HW1,13,3,2
1,18,D0746235,D1018627,"Hello bro
hola bro muy bien la",0,"2022-09-26 17:50:54",HW1,1,1,1
1,18,D0746235,D1018627,我覺得可以,0,"2022-09-26 17:50:54",HW1,2,2,1
1,18,D0746235,D1018627,可,0,"2022-09-26 17:50:54",HW1,7,2,1
1,18,D0746235,D1018627,可,0,"2022-09-26 17:50:54",HW1,8,2,1
1,18,D0746235,D1018627,可,0,"2022-09-26 17:50:54",HW1,9,2,1
1,18,D0746235,D1018627,可,0,"2022-09-26 17:50:54",HW1,13,3,1
1,18,D0746235,D1018627,有達到題目要求,1,"2022-10-01 20:45:08",HW1,1,1,2
1,18,D0746235,D1018627,"是 排版整齊",1,"2022-10-01 20:45:08",HW1,2,2,2
1,18,D0746235,D1018627,符合標準,1,"2022-10-01 20:45:08",HW1,7,2,2
1,18,D0746235,D1018627,符合命名標準,1,"2022-10-01 20:45:08",HW1,8,2,2
1,18,D0746235,D1018627,"是 達到撰寫標準",1,"2022-10-01 20:45:08",HW1,9,2,2
1,18,D0746235,D1018627,"是 達到符合javadoc標準",1,"2022-10-01 20:45:08",HW1,13,3,2
2,19,D0746163,D1018631,無法執行,1,"2022-09-27 14:14:44",HW1,1,1,1
2,19,D0746163,D1018631,"是
",0,"2022-09-27 14:14:44",HW1,2,2,1
2,19,D0746163,D1018631,是,0,"2022-09-27 14:14:44",HW1,7,2,1
2,19,D0746163,D1018631,是,0,"2022-09-27 14:14:44",HW1,8,2,1
2,19,D0746163,D1018631,是,0,"2022-09-27 14:14:44",HW1,9,2,1
2,19,D0746163,D1018631,沒辦法執行喔,1,"2022-09-27 14:14:44",HW1,13,3,1
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,1,1,2
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,2,2,2
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,7,2,2
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,8,2,2
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,9,2,2
2,19,D0746163,D1018631,是,0,"2022-09-30 10:52:44",HW1,13,3,2
3,20,D0751292,D1018661,"要print出 Hello World!",1,"2022-09-26 18:58:43",HW1,1,1,1
3,20,D0751292,D1018661,,0,"2022-09-26 18:58:43",HW1,2,2,1
3,20,D0751292,D1018661,,0,"2022-09-26 18:58:43",HW1,7,2,1
3,20,D0751292,D1018661,,0,"2022-09-26 18:58:43",HW1,8,2,1
3,20,D0751292,D1018661,,0,"2022-09-26 18:58:43",HW1,9,2,1
3,20,D0751292,D1018661,,0,"2022-09-26 18:58:43",HW1,13,3,1
3,20,D0751292,D1018661,NULL,NULL,NULL,HW1,NULL,NULL,2
4,21,D0785683,D1018703,是,0,"2022-09-26 20:07:44",HW1,1,1,1
4,21,D0785683,D1018703,"排版整齊，但不符合Google Checks的設定",1,"2022-09-26 20:07:44",HW1,2,2,1
4,21,D0785683,D1018703,是,0,"2022-09-26 20:07:44",HW1,7,2,1
4,21,D0785683,D1018703,是,0,"2022-09-26 20:07:44",HW1,8,2,1
4,21,D0785683,D1018703,是,0,"2022-09-26 20:07:44",HW1,9,2,1
4,21,D0785683,D1018703,缺少Javadoc,1,"2022-09-26 20:07:44",HW1,13,3,1
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,1,1,2
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,2,2,2
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,7,2,2
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,8,2,2
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,9,2,2
4,21,D0785683,D1018703,是,0,"2022-10-01 19:12:04",HW1,13,3,2
5,22,D0843601,D1018720,是，很棒,0,"2022-09-26 17:47:49",HW1,1,1,1
5,22,D0843601,D1018720,很整齊,0,"2022-09-26 17:47:49",HW1,2,2,1
5,22,D0843601,D1018720,,0,"2022-09-26 17:47:49",HW1,7,2,1
5,22,D0843601,D1018720,是的,0,"2022-09-26 17:47:49",HW1,8,2,1
5,22,D0843601,D1018720,是，很好,0,"2022-09-26 17:47:49",HW1,9,2,1
5,22,D0843601,D1018720,沒有打JavaDoc喔,1,"2022-09-26 17:47:49",HW1,13,3,1
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,1,1,2
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,2,2,2
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,7,2,2
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,8,2,2
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,9,2,2
5,22,D0843601,D1018720,是的,0,"2022-09-29 17:31:31",HW1,13,3,2
6,23,D1009269,D1030965,讚,0,"2022-09-26 17:53:50",HW1,1,1,1
6,23,D1009269,D1030965,下次跟標準,1,"2022-09-26 17:53:50",HW1,2,2,1
6,23,D1009269,D1030965,讚,0,"2022-09-26 17:53:50",HW1,7,2,1
6,23,D1009269,D1030965,讚,0,"2022-09-26 17:53:50",HW1,8,2,1
6,23,D1009269,D1030965,讚,0,"2022-09-26 17:53:50",HW1,9,2,1
6,23,D1009269,D1030965,下次加一下,0,"2022-09-26 17:53:50",HW1,13,3,1
6,23,D1009269,D1030965,NULL,NULL,NULL,HW1,NULL,NULL,2
7,24,D1009299,D1030978,很棒,0,"2022-09-26 21:59:46",HW1,1,1,1
7,24,D1009299,D1030978,很整齊,0,"2022-09-26 21:59:46",HW1,2,2,1
7,24,D1009299,D1030978,,0,"2022-09-26 21:59:46",HW1,7,2,1
7,24,D1009299,D1030978,,0,"2022-09-26 21:59:46",HW1,8,2,1
7,24,D1009299,D1030978,,0,"2022-09-26 21:59:46",HW1,9,2,1
7,24,D1009299,D1030978,要記得寫JavaDoc喔><,1,"2022-09-26 21:59:46",HW1,13,3,1
7,24,D1009299,D1030978,"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4
",1,"2022-09-30 13:54:11",HW1,1,1,2
7,24,D1009299,D1030978,整齊,0,"2022-09-30 13:54:11",HW1,2,2,2
7,24,D1009299,D1030978,,0,"2022-09-30 13:54:11",HW1,7,2,2
7,24,D1009299,D1030978,,0,"2022-09-30 13:54:11",HW1,8,2,2
7,24,D1009299,D1030978,,0,"2022-09-30 13:54:11",HW1,9,2,2
7,24,D1009299,D1030978,要寫JavaDoc喔><,1,"2022-09-30 13:54:11",HW1,13,3,2
8,25,D1010467,D1035899,YES,0,"2022-09-26 19:47:50",HW1,1,1,1
8,25,D1010467,D1035899,縮排記得符合規範,1,"2022-09-26 19:47:50",HW1,2,2,1
8,25,D1010467,D1035899,YES,0,"2022-09-26 19:47:50",HW1,7,2,1
8,25,D1010467,D1035899,,0,"2022-09-26 19:47:50",HW1,8,2,1
8,25,D1010467,D1035899,YES,0,"2022-09-26 19:47:50",HW1,9,2,1
8,25,D1010467,D1035899,沒寫,0,"2022-09-26 19:47:50",HW1,13,3,1
8,25,D1010467,D1035899,有,0,"2022-09-29 23:11:38",HW1,1,1,2
8,25,D1010467,D1035899,"沒有使用space，應使用tab
",1,"2022-09-29 23:11:38",HW1,2,2,2
8,25,D1010467,D1035899,有,0,"2022-09-29 23:11:38",HW1,7,2,2
8,25,D1010467,D1035899,有,0,"2022-09-29 23:11:38",HW1,8,2,2
8,25,D1010467,D1035899,有,0,"2022-09-29 23:11:38",HW1,9,2,2
8,25,D1010467,D1035899,每個class皆沒有寫JavaDoc,1,"2022-09-29 23:11:38",HW1,13,3,2
9,26,D1011175,D1050855,空白喔0w0,0,"2022-09-26 17:49:24",HW1,1,1,1
9,26,D1011175,D1050855,0,0,"2022-09-26 17:49:24",HW1,2,2,1
9,26,D1011175,D1050855,0,0,"2022-09-26 17:49:24",HW1,7,2,1
9,26,D1011175,D1050855,0,0,"2022-09-26 17:49:24",HW1,8,2,1
9,26,D1011175,D1050855,0,0,"2022-09-26 17:49:24",HW1,9,2,1
9,26,D1011175,D1050855,0,0,"2022-09-26 17:49:24",HW1,13,3,1
9,26,D1011175,D1050855,NULL,NULL,NULL,HW1,NULL,NULL,2
10,27,D1011264,D1050869,是,0,"2022-09-26 17:52:06",HW1,1,1,1
10,27,D1011264,D1050869,是，乾淨,0,"2022-09-26 17:52:06",HW1,2,2,1
10,27,D1011264,D1050869,此次沒有變數命名,1,"2022-09-26 17:52:06",HW1,7,2,1
10,27,D1011264,D1050869,是,0,"2022-09-26 17:52:06",HW1,8,2,1
10,27,D1011264,D1050869,是,0,"2022-09-26 17:52:06",HW1,9,2,1
10,27,D1011264,D1050869,"沒有打 javaDoc",1,"2022-09-26 17:52:06",HW1,13,3,1
10,27,D1011264,D1050869,NULL,NULL,NULL,HW1,NULL,NULL,2
11,28,D1012323,D1050927,yes,0,"2022-09-26 17:51:33",HW1,1,1,1
11,28,D1012323,D1050927,yes,0,"2022-09-26 17:51:33",HW1,2,2,1
11,28,D1012323,D1050927,yes,0,"2022-09-26 17:51:33",HW1,7,2,1
11,28,D1012323,D1050927,yes,0,"2022-09-26 17:51:33",HW1,8,2,1
11,28,D1012323,D1050927,yes,0,"2022-09-26 17:51:33",HW1,9,2,1
11,28,D1012323,D1050927,"no java.doc
",1,"2022-09-26 17:51:33",HW1,13,3,1
11,28,D1012323,D1050927,,0,"2022-09-30 16:38:07",HW1,1,1,2
11,28,D1012323,D1050927,,0,"2022-09-30 16:38:07",HW1,2,2,2
11,28,D1012323,D1050927,,0,"2022-09-30 16:38:07",HW1,7,2,2
11,28,D1012323,D1050927,,0,"2022-09-30 16:38:07",HW1,8,2,2
11,28,D1012323,D1050927,,0,"2022-09-30 16:38:07",HW1,9,2,2
11,28,D1012323,D1050927,"沒有java doc",1,"2022-09-30 16:38:07",HW1,13,3,2
12,29,D1018467,D1050957,是，超棒的~,0,"2022-09-26 17:49:51",HW1,1,1,1
12,29,D1018467,D1050957,,0,"2022-09-26 17:49:51",HW1,2,2,1
12,29,D1018467,D1050957,,0,"2022-09-26 17:49:51",HW1,7,2,1
12,29,D1018467,D1050957,,0,"2022-09-26 17:49:51",HW1,8,2,1
12,29,D1018467,D1050957,,0,"2022-09-26 17:49:51",HW1,9,2,1
12,29,D1018467,D1050957,沒有打JavaDoc,1,"2022-09-26 17:49:51",HW1,13,3,1
12,29,D1018467,D1050957,,0,"2022-09-30 14:21:25",HW1,1,1,2
12,29,D1018467,D1050957,,0,"2022-09-30 14:21:25",HW1,2,2,2
12,29,D1018467,D1050957,,0,"2022-09-30 14:21:25",HW1,7,2,2
12,29,D1018467,D1050957,,0,"2022-09-30 14:21:25",HW1,8,2,2
12,29,D1018467,D1050957,,0,"2022-09-30 14:21:25",HW1,9,2,2
12,29,D1018467,D1050957,請使用space代替tab,1,"2022-09-30 14:21:25",HW1,13,3,2
13,30,D1018508,D1050988,很棒,0,"2022-09-26 19:26:36",HW1,1,1,1
13,30,D1018508,D1050988,很整齊,0,"2022-09-26 19:26:36",HW1,2,2,1
13,30,D1018508,D1050988,很棒,0,"2022-09-26 19:26:36",HW1,7,2,1
13,30,D1018508,D1050988,很棒,0,"2022-09-26 19:26:36",HW1,8,2,1
13,30,D1018508,D1050988,很棒,0,"2022-09-26 19:26:36",HW1,9,2,1
13,30,D1018508,D1050988,很棒,0,"2022-09-26 19:26:36",HW1,13,3,1
13,30,D1018508,D1050988,"很棒 有印出Hello World!",1,"2022-09-29 02:49:15",HW1,1,1,2
13,30,D1018508,D1050988,"很棒 排版很整齊",1,"2022-09-29 02:49:15",HW1,2,2,2
13,30,D1018508,D1050988,很棒,0,"2022-09-29 02:49:15",HW1,7,2,2
13,30,D1018508,D1050988,很棒,0,"2022-09-29 02:49:15",HW1,8,2,2
13,30,D1018508,D1050988,很棒,0,"2022-09-29 02:49:15",HW1,9,2,2
13,30,D1018508,D1050988,"很棒 註解都符合規範",1,"2022-09-29 02:49:15",HW1,13,3,2
14,31,D1018525,D1051015,有,0,"2022-09-27 21:02:21",HW1,1,1,1
14,31,D1018525,D1051015,是，但不符標準,1,"2022-09-27 21:02:21",HW1,2,2,1
14,31,D1018525,D1051015,無,0,"2022-09-27 21:02:21",HW1,7,2,1
14,31,D1018525,D1051015,無,0,"2022-09-27 21:02:21",HW1,8,2,1
14,31,D1018525,D1051015,無,0,"2022-09-27 21:02:21",HW1,9,2,1
14,31,D1018525,D1051015,未寫,0,"2022-09-27 21:02:21",HW1,13,3,1
14,31,D1018525,D1051015,NULL,NULL,NULL,HW1,NULL,NULL,2
15,32,D1018572,D1051028,讚,0,"2022-09-26 17:49:18",HW1,1,1,1
15,32,D1018572,D1051028,很整齊,0,"2022-09-26 17:49:18",HW1,2,2,1
15,32,D1018572,D1051028,是,0,"2022-09-26 17:49:18",HW1,7,2,1
15,32,D1018572,D1051028,是,0,"2022-09-26 17:49:18",HW1,8,2,1
15,32,D1018572,D1051028,是,0,"2022-09-26 17:49:18",HW1,9,2,1
15,32,D1018572,D1051028,否，沒有輸入javadoc,1,"2022-09-26 17:49:18",HW1,13,3,1
